eyeDataTimestamp,eyeDataRelativeTimestamp,frameTimestamp,isCalibrationValid,gazeHasValue,mainCameraCoor_x,mainCameraCoor_y,mainCameraCoor_z,gazeOrigin_x,gazeOrigin_y,gazeOrigin_z,gazeDirection_x,gazeDirection_y,gazeDirection_z,gazePointOrientation_x,gazePointOrientation_y,gazePointOrientation_z,gazePointHit,gazePoint_x,gazePoint_y,gazePoint_z,gazePoint_target_name,gazePoint_target_x,gazePoint_target_y,gazePoint_target_z,gazePoint_target_pos_x,gazePoint_target_pos_y,gazePoint_target_pos_z,gazePoint_target_rot_x,gazePoint_target_rot_y,gazePoint_target_rot_z,gazePoint_target_scale_x,gazePoint_target_scale_y,gazePoint_target_scale_z,gazePointLeftScreen_x,gazePointLeftScreen_y,gazePointLeftScreen_z,gazePointRightScreen_x,gazePointRightScreen_y,gazePointRightScreen_z,gazePointMonoScreen_x,gazePointMonoScreen_y,gazePointMonoScreen_z,GazePointWebcam_x,GazePointWebcam_y,GazePointWebcam_z,gazePointAOIHit,gazePointAOI_x,gazePointAOI_y,gazePointAOI_z,gazePointAOI_name,gazePointAOI_target_x,gazePointAOI_target_y,gazePointAOI_target_z,gazePointAOI_target_pos_x,gazePointAOI_target_pos_y,gazePointAOI_target_pos_z,gazePointAOI_target_rot_x,gazePointAOI_target_rot_y,gazePointAOI_target_rot_z,gazePointAOI_target_scale_x,gazePointAOI_target_scale_y,gazePointAOI_target_scale_z,GazePointAOIWebcam_x,GazePointAOIWebcam_y,GazePointAOIWebcam_z,GameObject_virtual_1_xPos,GameObject_virtual_1_yPos,GameObject_virtual_1_zPos,GameObject_virtual_1_xRot,GameObject_virtual_1_yRot,GameObject_virtual_1_zRot,GameObject_virtual_1_xScale,GameObject_virtual_1_yScale,GameObject_virtual_1_zScale,info
1646641458784,403586.6665,1646641458821,True,True,5.72664,1.58938,-0.85959,5.73689,1.58949,-0.86525,0.97747,0.02242,0.20988,-0.00371,0.60205,-0.00254,True,6.49356,1.60685,-0.70278,SpatialMesh - 1052,0.48742,-0.53064,-0.07062,6.45412,1.53505,0.01656,89.82196,118.27200,78.85653,1.00000,1.00000,1.00000,899.31320,505.96130,0.78069,818.37540,499.66420,0.78059,861.11750,505.00140,0.78052,1267.23900,614.86020,0.73039,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.59500,1.69900,2.00300,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,
1646641458817,403620.0003,1646641458864,True,True,5.72660,1.58896,-0.85869,5.73637,1.58937,-0.86280,0.97722,0.02410,0.21088,-0.00424,0.60334,-0.00070,True,6.49351,1.60804,-0.69941,SpatialMesh - 1052,0.48523,-0.52802,-0.07180,6.45410,1.53506,0.01650,89.82196,118.25380,78.83812,1.00000,1.00000,1.00000,887.86680,503.67310,0.78157,807.05930,497.43690,0.78151,849.55070,502.74780,0.78142,1255.57800,612.59380,0.73130,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.59500,1.69900,2.00300,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,
1646641458850,403653.3341,1646641458864,True,True,5.72660,1.58896,-0.85869,5.73603,1.58927,-0.86108,0.97734,0.02471,0.21024,-0.00424,0.60334,-0.00070,True,6.49350,1.60843,-0.69813,SpatialMesh - 1052,0.48441,-0.52704,-0.07220,6.45410,1.53506,0.01650,89.82196,118.25380,78.83812,1.00000,1.00000,1.00000,884.94130,504.55020,0.78190,804.19250,498.32520,0.78186,846.60800,503.62900,0.78176,1252.59500,613.50350,0.73164,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.59500,1.69900,2.00300,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,
1646641458884,403686.6681,1646641458896,True,True,5.72656,1.58904,-0.85768,5.73566,1.58914,-0.85903,0.97798,0.02473,0.20724,-0.00364,0.60433,0.00017,True,6.49349,1.60830,-0.69845,SpatialMesh - 1052,0.48458,-0.52723,-0.07208,6.45408,1.53507,0.01645,89.82306,117.82460,78.40912,1.00000,1.00000,1.00000,883.54550,503.64180,0.78170,802.75230,497.42340,0.78166,845.16790,502.72570,0.78156,1251.15400,612.54510,0.73144,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.59500,1.69900,2.00300,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,
1646641458917,403720.0019,1646641458928,True,True,5.72620,1.58917,-0.85659,5.73509,1.58900,-0.85658,0.97872,0.02608,0.20353,-0.00371,0.60496,0.00071,True,6.49382,1.60922,-0.69880,SpatialMesh - 1052,0.48493,-0.52782,-0.07297,6.45448,1.53503,0.01675,89.81870,119.10800,79.69576,1.00000,1.00000,1.00000,884.25780,503.97780,0.78207,803.53640,497.76010,0.78203,845.92850,503.06120,0.78194,1251.91400,612.94710,0.73182,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.59500,1.69900,2.00300,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,
1646641458950,403753.3357,1646641458974,True,True,5.72592,1.58921,-0.85551,5.73489,1.58896,-0.85534,0.97877,0.02554,0.20339,-0.00281,0.60500,0.00172,True,6.49436,1.60878,-0.69752,SpatialMesh - 1052,0.48426,-0.52690,-0.07253,6.45492,1.53496,0.01690,89.81443,120.37510,80.96541,1.00000,1.00000,1.00000,884.05750,502.82640,0.78293,803.48770,496.62390,0.78289,845.80070,501.91940,0.78279,1251.78800,611.91710,0.73267,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.59500,1.69900,2.00300,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,
1646641458984,403786.6696,1646641458991,True,True,5.72560,1.58944,-0.85452,5.73461,1.58892,-0.85392,0.97898,0.02571,0.20233,-0.00310,0.60488,0.00287,True,6.49391,1.60886,-0.69700,SpatialMesh - 1052,0.48381,-0.52633,-0.07261,6.45449,1.53501,0.01670,89.81548,119.50770,80.09465,1.00000,1.00000,1.00000,885.68900,498.90630,0.78268,805.06440,492.71070,0.78263,847.43320,498.01050,0.78253,1253.47900,607.94670,0.73242,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.59500,1.69900,2.00300,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,
1646641459017,403820.0034,1646641459023,True,True,5.72540,1.58944,-0.85333,5.73434,1.58889,-0.85270,0.97917,0.02566,0.20143,-0.00404,0.60467,0.00460,True,6.49344,1.60878,-0.69654,SpatialMesh - 1052,0.48348,-0.52589,-0.07250,6.45404,1.53509,0.01661,89.82087,118.56460,79.14899,1.00000,1.00000,1.00000,888.22830,491.93800,0.78224,807.50500,485.75560,0.78219,849.96130,491.06200,0.78210,1256.10500,600.88750,0.73200,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.59500,1.69900,2.00300,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,
1646641459050,403853.3373,1646641459091,True,True,5.72510,1.58987,-0.85128,5.73408,1.58897,-0.85102,0.97938,0.02699,0.20023,-0.00414,0.60436,0.00800,True,6.49436,1.60992,-0.69558,SpatialMesh - 1052,0.48281,-0.52523,-0.07374,6.45498,1.53489,0.01662,89.81233,120.26190,80.85294,1.00000,1.00000,1.00000,892.70250,484.94940,0.78313,812.12100,478.78880,0.78305,854.58120,484.09710,0.78297,1260.82900,594.02750,0.73288,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.59500,1.69900,2.00300,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,
1646641459084,403886.6712,1646641459121,True,True,5.72497,1.59072,-0.85031,5.73361,1.58901,-0.84908,0.97982,0.02700,0.19806,-0.00530,0.60452,0.01054,True,6.49384,1.60996,-0.69540,SpatialMesh - 1052,0.48273,-0.52513,-0.07372,6.45449,1.53500,0.01667,89.81443,119.40480,79.99236,1.00000,1.00000,1.00000,893.58290,473.65100,0.78259,812.86610,467.52520,0.78250,855.40690,472.83760,0.78243,1261.78200,582.57940,0.73236,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.59500,1.69900,2.00300,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,
1646641459117,403920.0051,1646641459167,True,True,5.72508,1.59160,-0.84913,5.73313,1.58910,-0.84682,0.98060,0.02760,0.19408,-0.00819,0.60486,0.01391,True,6.49376,1.61051,-0.69628,SpatialMesh - 1052,0.48323,-0.52585,-0.07429,6.45449,1.53498,0.01667,89.81762,119.26030,79.84793,1.00000,1.00000,1.00000,896.46790,456.64970,0.78189,815.56590,450.57150,0.78179,858.24500,455.89230,0.78172,1264.82600,565.38450,0.73169,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.59500,1.69900,2.00300,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,
1646641459150,403953.3389,1646641459167,True,True,5.72508,1.59160,-0.84913,5.73282,1.58945,-0.84492,0.98142,0.02807,0.18984,-0.00819,0.60486,0.01391,True,6.49365,1.61121,-0.69774,SpatialMesh - 1052,0.48408,-0.52704,-0.07499,6.45449,1.53498,0.01667,89.81762,119.26030,79.84793,1.00000,1.00000,1.00000,899.80100,458.30710,0.78142,818.82640,452.20370,0.78131,861.59460,457.53370,0.78125,1268.19500,567.00620,0.73121,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.59500,1.69900,2.00300,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,
1646641459184,403986.6728,1646641459221,True,True,5.72461,1.59309,-0.84637,5.73258,1.58994,-0.84326,0.98165,0.02926,0.18846,-0.01214,0.60153,0.01790,True,6.49358,1.61262,-0.69716,SpatialMesh - 1052,0.48360,-0.52666,-0.07642,6.45456,1.53496,0.01664,89.81443,118.99000,79.57790,1.00000,1.00000,1.00000,919.86800,437.25620,0.78061,838.71430,431.14590,0.78043,881.89250,436.51940,0.78041,1288.90200,545.85860,0.73039,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.59500,1.69900,2.00300,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,
1646641459217,404020.0066,1646641459251,True,True,5.72464,1.59375,-0.84477,5.73370,1.59146,-0.84675,0.95599,0.04942,0.28921,-0.01490,0.59764,0.01944,True,6.49201,1.63066,-0.61734,SpatialMesh - 1052,0.43170,-0.46600,-0.09461,6.45462,1.53494,0.01662,89.81233,118.86920,79.45650,1.00000,1.00000,1.00000,761.33310,466.47160,0.80115,683.69510,461.09930,0.80152,722.58470,466.05060,0.80122,1127.86400,577.07170,0.75129,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.59500,1.69900,2.00300,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,
1646641459250,404053.3405,1646641459292,True,True,5.72490,1.59414,-0.84296,5.73087,1.59172,-0.83596,0.92822,0.09477,0.35978,-0.01837,0.59292,0.02187,True,6.49008,1.66923,-0.54169,SpatialMesh - 1052,0.38221,-0.40876,-0.13332,6.45470,1.53493,0.01657,89.81233,118.74750,79.33482,1.00000,1.00000,1.00000,624.56300,535.81710,0.82270,550.79110,530.85220,0.82357,585.57090,535.47090,0.82302,989.40480,648.54240,0.77308,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.59500,1.69900,2.00300,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,
1646641459284,404086.6744,1646641459327,True,True,5.72507,1.59398,-0.84136,5.73096,1.59206,-0.83540,0.92730,0.09651,0.36166,-0.01941,0.58802,0.02195,True,6.49040,1.67111,-0.53921,SpatialMesh - 1052,0.38078,-0.40666,-0.13520,6.45479,1.53492,0.01652,89.81026,118.64010,79.22748,1.00000,1.00000,1.00000,644.67110,536.66630,0.82398,571.11430,531.63880,0.82478,606.11210,536.28810,0.82426,1010.05700,649.74050,0.77430,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.59500,1.69900,2.00300,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,
1646641459317,404120.0082,1646641459362,True,True,5.72527,1.59422,-0.83971,5.73048,1.59294,-0.83170,0.92496,0.10086,0.36645,-0.02020,0.58390,0.02149,True,6.49128,1.67590,-0.53028,SpatialMesh - 1052,0.37568,-0.39922,-0.14002,6.45491,1.53491,0.01645,89.81338,118.53710,79.12419,1.00000,1.00000,1.00000,648.40050,544.58660,0.82770,575.48450,539.54680,0.82850,610.22590,544.18790,0.82798,1014.14200,658.21050,0.77800,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.59500,1.69900,2.00300,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,
1646641459351,404153.3420,1646641459391,True,True,5.72541,1.59362,-0.83819,5.73054,1.59321,-0.83103,0.92606,0.09866,0.36425,-0.01956,0.58058,0.02105,True,6.49071,1.67419,-0.53204,SpatialMesh - 1052,0.37676,-0.40079,-0.13825,6.45449,1.53497,0.01660,89.81655,119.08060,79.66833,1.00000,1.00000,1.00000,669.39540,545.18680,0.82627,596.25050,540.05490,0.82699,631.44420,544.74010,0.82651,1035.44600,658.80320,0.77651,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.59500,1.69900,2.00300,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,
1646641459384,404186.6759,1646641459422,True,True,5.72545,1.59389,-0.83684,5.73044,1.59342,-0.82935,0.92695,0.09509,0.36293,-0.01830,0.57773,0.01990,True,6.49075,1.67142,-0.53167,SpatialMesh - 1052,0.37654,-0.40048,-0.13547,6.45449,1.53498,0.01659,89.81548,119.07840,79.66583,1.00000,1.00000,1.00000,684.07790,544.61130,0.82594,610.88210,539.42740,0.82661,646.33730,544.14020,0.82616,1050.41900,658.31070,0.77614,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.59500,1.69900,2.00300,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,
1646641459417,404220.0098,1646641459455,True,True,5.72567,1.59423,-0.83549,5.73071,1.59361,-0.82884,0.92708,0.09103,0.36364,-0.01837,0.57578,0.01824,True,6.49084,1.66825,-0.53069,SpatialMesh - 1052,0.37597,-0.39966,-0.13230,6.45449,1.53498,0.01658,89.81548,119.07840,79.66542,1.00000,1.00000,1.00000,693.03240,539.95480,0.82563,619.77020,534.75930,0.82626,655.40260,539.48680,0.82583,1059.57900,653.67790,0.77581,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.59500,1.69900,2.00300,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,
1646641459451,404253.3436,1646641459491,True,True,5.72517,1.59344,-0.83421,5.73093,1.59375,-0.82784,0.92801,0.08729,0.36219,-0.01648,0.57443,0.01658,True,6.49079,1.66523,-0.53128,SpatialMesh - 1052,0.37628,-0.40013,-0.12928,6.45448,1.53498,0.01655,89.81655,119.07300,79.66008,1.00000,1.00000,1.00000,703.22180,544.15860,0.82525,629.91890,538.90230,0.82584,665.73580,543.65200,0.82543,1069.92000,657.93130,0.77539,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.59500,1.69900,2.00300,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,
1646641459484,404286.6776,1646641459521,True,True,5.72473,1.59368,-0.83319,5.73098,1.59370,-0.82613,0.92836,0.08254,0.36241,-0.01453,0.57307,0.01545,True,6.49096,1.66128,-0.52945,SpatialMesh - 1052,0.37522,-0.39859,-0.12533,6.45449,1.53498,0.01653,89.81548,119.06830,79.65554,1.00000,1.00000,1.00000,708.13070,542.97530,0.82585,634.92410,537.71420,0.82642,670.77250,542.46860,0.82602,1074.99800,656.86660,0.77598,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.59500,1.69900,2.00300,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,
1646641459517,404320.0114,1646641459567,True,True,5.72424,1.59419,-0.83229,5.73108,1.59368,-0.82598,0.93045,0.08039,0.35750,-0.01493,0.57201,0.01582,True,6.49055,1.65930,-0.53417,SpatialMesh - 1052,0.37788,-0.40247,-0.12334,6.45449,1.53499,0.01650,89.81548,118.97790,79.56581,1.00000,1.00000,1.00000,724.42850,535.68660,0.82401,650.90530,530.38320,0.82452,687.17240,535.17210,0.82415,1091.55200,649.45390,0.77411,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.59500,1.69900,2.00300,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,
1646641459551,404353.3452,1646641459592,True,True,5.72388,1.59475,-0.83134,5.73094,1.59367,-0.82444,0.93179,0.07877,0.35435,-0.01663,0.57003,0.01598,True,6.49043,1.65788,-0.53561,SpatialMesh - 1052,0.37868,-0.40364,-0.12191,6.45449,1.53500,0.01647,89.81762,118.89020,79.47779,1.00000,1.00000,1.00000,737.96120,525.79320,0.82348,664.32280,520.48140,0.82394,700.86540,525.29390,0.82359,1105.42400,639.57820,0.77356,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.59500,1.69900,2.00300,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,
1646641459584,404386.6791,1646641459628,True,True,5.72321,1.59488,-0.83061,5.73104,1.59374,-0.82440,0.93392,0.07908,0.34863,-0.01812,0.56779,0.01515,True,6.48995,1.65800,-0.54111,SpatialMesh - 1052,0.38178,-0.40818,-0.12201,6.45449,1.53501,0.01645,89.81655,118.79760,79.38489,1.00000,1.00000,1.00000,760.53550,523.24020,0.82157,686.59110,517.83840,0.82195,723.64910,522.70000,0.82164,1128.35800,636.95210,0.77159,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.59500,1.69900,2.00300,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,
1646641459617,404420.0130,1646641459663,True,True,5.72272,1.59578,-0.82994,5.73100,1.59404,-0.82423,0.93005,0.09525,0.35487,-0.02212,0.56523,0.01410,True,6.49052,1.67182,-0.53444,SpatialMesh - 1052,0.37802,-0.40265,-0.13584,6.45449,1.53503,0.01644,89.81655,118.69450,79.28172,1.00000,1.00000,1.00000,759.07370,541.54030,0.82548,685.84300,536.10360,0.82587,722.52470,540.94870,0.82555,1127.03900,655.82180,0.77547,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.59500,1.69900,2.00300,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,
1646641459651,404453.3468,1646641459695,True,True,5.72240,1.59565,-0.82957,5.73076,1.59554,-0.82490,0.90284,0.20251,0.37931,-0.02569,0.56336,0.01382,True,6.48568,1.76487,-0.50774,SpatialMesh - 1052,0.35762,-0.38504,-0.22892,6.45449,1.53505,0.01644,89.81655,118.59190,79.17978,1.00000,1.00000,1.00000,707.50930,734.17430,0.83630,636.71080,728.10170,0.83692,671.36270,732.90200,0.83649,1073.61200,849.88010,0.78602,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.59500,1.69900,2.00300,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,
1646641459684,404486.6807,1646641459701,True,True,5.72240,1.59565,-0.82957,5.72990,1.59556,-0.82262,0.90362,0.20463,0.37630,-0.02569,0.56336,0.01382,True,6.48552,1.76667,-0.50795,SpatialMesh - 1052,0.35764,-0.38530,-0.23072,6.45449,1.53505,0.01644,89.81655,118.59190,79.17978,1.00000,1.00000,1.00000,707.78130,738.20810,0.83617,636.97810,732.11410,0.83680,671.63620,736.91750,0.83637,1073.84400,853.91380,0.78589,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.59500,1.69900,2.00300,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,
1646641459717,404520.0145,1646641459727,True,True,5.72231,1.59620,-0.82934,5.72910,1.59583,-0.82082,0.90446,0.20580,0.37363,-0.02888,0.56200,0.01224,True,6.48538,1.76791,-0.50840,SpatialMesh - 1052,0.35783,-0.38574,-0.23195,6.45449,1.53507,0.01645,89.81762,118.48400,79.07220,1.00000,1.00000,1.00000,712.93990,733.00250,0.83642,642.15960,726.92180,0.83703,676.89040,731.72820,0.83661,1079.18000,848.76980,0.78613,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.59500,1.69900,2.00300,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,
1646641459751,404553.3484,1646641459792,True,True,5.72215,1.59660,-0.82883,5.72867,1.59636,-0.82042,0.90445,0.20771,0.37259,-0.03478,0.56344,0.00999,True,6.48518,1.77009,-0.50878,SpatialMesh - 1052,0.35794,-0.38619,-0.23408,6.45449,1.53512,0.01649,89.81870,118.26400,78.85200,1.00000,1.00000,1.00000,704.83310,722.97640,0.83693,634.09420,716.97310,0.83756,668.67320,721.76000,0.83713,1071.03200,838.69980,0.78669,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.59500,1.69900,2.00300,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,
1646641459784,404586.6823,1646641459823,True,True,5.72222,1.59673,-0.82880,5.72798,1.59666,-0.81898,0.90715,0.20831,0.36564,-0.03643,0.56559,0.01040,True,6.48471,1.77043,-0.51396,SpatialMesh - 1052,0.36089,-0.39052,-0.23439,6.45449,1.53515,0.01652,89.81655,118.15250,78.74106,1.00000,1.00000,1.00000,705.09290,718.62320,0.83482,633.99850,712.61790,0.83545,668.75740,717.41430,0.83502,1071.15100,834.09050,0.78459,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.59500,1.69900,2.00300,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,
1646641459817,404620.0161,1646641459861,True,True,5.72232,1.59700,-0.82866,5.72755,1.59698,-0.81804,0.90940,0.20773,0.36035,-0.03675,0.56830,0.01067,True,6.48440,1.76986,-0.51813,SpatialMesh - 1052,0.36332,-0.39398,-0.23380,6.45449,1.53518,0.01657,89.81870,118.03830,78.62675,1.00000,1.00000,1.00000,701.78470,716.26720,0.83278,630.35000,710.26100,0.83343,665.22220,715.06160,0.83299,1067.61400,831.45770,0.78257,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.59500,1.69900,2.00300,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,
1646641459851,404653.3500,1646641459891,True,True,5.72308,1.59777,-0.82856,5.72724,1.59729,-0.81710,0.91220,0.20500,0.35479,-0.03882,0.57102,0.01258,True,6.48421,1.76740,-0.52268,SpatialMesh - 1052,0.36609,-0.39766,-0.23130,6.45449,1.53521,0.01663,89.81655,117.92170,78.51033,1.00000,1.00000,1.00000,698.96750,700.07840,0.83047,627.09750,694.13460,0.83112,662.13890,698.93430,0.83068,1064.67300,814.91850,0.78030,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.59500,1.69900,2.00300,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,
1646641459884,404686.6839,1646641459924,True,True,5.72397,1.59856,-0.82906,5.72739,1.59770,-0.81703,0.91530,0.20613,0.34603,-0.03968,0.57406,0.01461,True,6.48360,1.76800,-0.53114,SpatialMesh - 1052,0.37104,-0.40463,-0.23186,6.45448,1.53524,0.01669,89.81870,117.80500,78.39320,1.00000,1.00000,1.00000,701.49380,694.91940,0.82656,628.96650,688.95060,0.82719,664.37160,693.77190,0.82676,1066.95100,809.29290,0.77639,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.59500,1.69900,2.00300,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,
1646641459917,404720.0177,1646641459971,True,True,5.72545,1.59946,-0.82977,5.72772,1.59813,-0.81686,0.91838,0.20809,0.33657,-0.04313,0.57772,0.01606,True,6.48341,1.76936,-0.53991,SpatialMesh - 1052,0.37652,-0.41157,-0.23317,6.45448,1.53527,0.01677,89.81762,117.68400,78.27233,1.00000,1.00000,1.00000,700.09850,684.38480,0.82284,626.92040,678.43230,0.82348,662.62320,683.26500,0.82305,1065.28500,798.25500,0.77270,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.59500,1.69900,2.00300,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,
1646641459951,404753.3515,1646641459971,True,True,5.72545,1.59946,-0.82977,5.72833,1.59867,-0.81687,0.92042,0.20889,0.33046,-0.04313,0.57772,0.01606,True,6.48331,1.77002,-0.54580,SpatialMesh - 1052,0.38019,-0.41619,-0.23382,6.45448,1.53527,0.01677,89.81762,117.68400,78.27233,1.00000,1.00000,1.00000,712.23550,687.10350,0.82089,638.75010,681.08140,0.82149,674.80050,685.94380,0.82108,1077.49500,800.85490,0.77071,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.59500,1.69900,2.00300,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,
1646641459984,404786.6855,1646641459999,True,True,5.72742,1.59877,-0.83084,5.72900,1.59909,-0.81623,0.92298,0.20879,0.32329,-0.04642,0.58295,0.01638,True,6.48330,1.76972,-0.55203,SpatialMesh - 1052,0.38420,-0.42107,-0.23349,6.45446,1.53531,0.01687,89.81655,117.56860,78.15714,1.00000,1.00000,1.00000,697.30830,678.80870,0.81762,623.23570,672.83410,0.81827,659.33530,677.68770,0.81783,1062.00500,791.98190,0.76750,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.59500,1.69900,2.00300,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,
1646641460017,404820.0193,1646641460032,True,True,5.72993,1.59789,-0.83296,5.73029,1.59927,-0.81650,0.92476,0.20785,0.31878,-0.05008,0.58965,0.01549,True,6.48334,1.76852,-0.55691,SpatialMesh - 1052,0.38718,-0.42459,-0.23258,6.45445,1.53495,0.01658,89.81338,118.88020,79.46771,1.00000,1.00000,1.00000,669.79040,669.86820,0.81426,595.11180,663.98120,0.81501,631.06510,668.80760,0.81452,1033.62900,782.32770,0.76425,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.59500,1.69900,2.00300,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,
